종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"004710","한솔테크닉스","KOSPI","전기·전자","5900","140","2.43","189448280200"
"004150","한솔홀딩스","KOSPI","기타금융","3270","50","1.55","134157047400"
"025750","한솔홈데코","KOSPI","종이·목재","609","1","0.16","49064175741"
"004960","한신공영","KOSPI","건설","12700","50","0.40","146947915400"
"011700","한신기계","KOSPI","기계·장비","4240","-40","-0.93","137571680240"
"001750","한양증권","KOSPI","증권","22200","550","2.54","282573454800"
"001755","한양증권우","KOSPI","증권","20150","310","1.56","10578750000"
"018880","한온시스템","KOSPI","기계·장비","4570","695","17.94","4690019862640"
"009420","한올바이오파마","KOSPI","제약","54200","2500","4.84","2831442579600"
"014130","한익스프레스","KOSPI","운송·창고","2840","120","4.41","34080000000"
"300720","한일시멘트","KOSPI","비금속","18400","590","3.31","1353231845600"
"002220","한일철강","KOSPI","금속","5410","150","2.85","144433258600"
"003300","한일홀딩스","KOSPI","비금속","16270","300","1.88","501651022680"
"051600","한전KPS","KOSPI","건설","58300","-700","-1.19","2623500000000"
"052690","한전기술","KOSPI","일반서비스","146000","-5700","-3.76","5580120000000"
"130660","한전산업","KOSPI","일반서비스","17780","480","2.77","579628000000"
"002320","한진","KOSPI","운송·창고","22400","1900","9.27","341264224000"
"003480","한진중공업홀딩스","KOSPI","전기·가스","5070","155","3.15","149716146840"
"180640","한진칼","KOSPI","기타금융","124600","7900","6.77","8318579963400"
"18064K","한진칼우","KOSPI","기타금융","39850","1150","2.97","21390125100"
"005110","한창","KOSPI","유통","1254","0","0.00","26467434378"
"009460","한창제지","KOSPI","종이·목재","518","3","0.58","30907757748"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","2885","40","1.41","79840661310"
"000880","한화","KOSPI","화학","114500","-4200","-3.54","8582775157500"
"00088K","한화3우B","KOSPI","화학","46300","-800","-1.70","898425618300"
"452260","한화갤러리아","KOSPI","유통","2120","50","2.42","410982373200"
"45226K","한화갤러리아우","KOSPI","유통","10000","-50","-0.50","29044700000"
"451800","한화리츠","KOSPI","부동산","4725","35","0.75","848610000000"
"489790","한화비전","KOSPI","전기·전자","59200","-8600","-12.68","2988912688000"
"088350","한화생명","KOSPI","보험","4070","435","11.97","3534917100000"
"000370","한화손해보험","KOSPI","보험","7290","910","14.26","851026690350"
"009830","한화솔루션","KOSPI","화학","46600","-1100","-2.31","8010192177600"
"009835","한화솔루션우","KOSPI","화학","29450","-1450","-4.69","75844028050"
"272210","한화시스템","KOSPI","전기·전자","101300","-3100","-2.97","19137534105700"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","1146000","-47000","-3.94","59091657546000"
"082740","한화엔진","KOSPI","기계·장비","54500","300","0.55","4547869239000"
"042660","한화오션","KOSPI","운송장비·부품","130900","-2300","-1.73","40109513274600"
"003530","한화투자증권","KOSPI","증권","6370","40","0.63","1366669326750"
"003535","한화투자증권우","KOSPI","증권","9180","160","1.77","44064000000"
"195870","해성디에스","KOSPI","전기·전자","61000","-4000","-6.15","1037000000000"
"101530","해태제과식품","KOSPI","음식료·담배","7040","230","3.38","204982426880"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1151","-24","-2.04","25178984797"
"000720","현대건설","KOSPI","건설","112000","-2200","-1.93","12471845680000"
"000725","현대건설우","KOSPI","건설","65200","-700","-1.06","68765983600"
"453340","현대그린푸드","KOSPI","유통","15850","500","3.26","520186634100"
"086280","현대글로비스","KOSPI","운송·창고","243500","1000","0.41","18262500000000"
"064350","현대로템","KOSPI","운송장비·부품","200000","-12500","-5.88","21828458600000"
"079430","현대리바트","KOSPI","기타제조","6860","-40","-0.58","140872034520"
"012330","현대모비스","KOSPI","운송장비·부품","437000","2000","0.46","39650138771000"
"069960","현대백화점","KOSPI","유통","108200","7700","7.66","2448437566600"
"004560","현대비앤지스틸","KOSPI","금속","16030","110","0.69","241713340330"
"004310","현대약품","KOSPI","제약","12580","670","5.63","402560000000"
"017800","현대엘리베이터","KOSPI","기계·장비","104100","700","0.68","4069517278500"
"307950","현대오토에버","KOSPI","IT 서비스","431000","14000","3.36","11819736242000"
"011210","현대위아","KOSPI","운송장비·부품","83300","100","0.12","2265350413900"
"004020","현대제철","KOSPI","금속","32000","200","0.63","4270265120000"
"005440","현대지에프홀딩스","KOSPI","기타금융","10670","250","2.40","1663498891670"
"005380","현대차","KOSPI","운송장비·부품","480500","2500","0.52","98386106563000"
"005387","현대차2우B","KOSPI","운송장비·부품","255500","3000","1.19","8933284115000"
"005389","현대차3우B","KOSPI","운송장비·부품","244000","2500","1.04","567898288000"
"005385","현대차우","KOSPI","운송장비·부품","252000","500","0.20","5881921920000"
"001500","현대차증권","KOSPI","증권","9610","240","2.56","594215552840"
"011760","현대코퍼레이션","KOSPI","유통","24900","150","0.61","329401253400"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","12800","90","0.71","116490700800"
"126560","현대퓨처넷","KOSPI","통신","3525","0","0.00","388465381125"
"001450","현대해상","KOSPI","보험","32950","2150","6.98","2945730000000"
"057050","현대홈쇼핑","KOSPI","유통","67000","8600","14.73","804000000000"
"093240","형지엘리트","KOSPI","섬유·의류","1297","-40","-2.99","49792165923"
"003010","혜인","KOSPI","유통","5470","20","0.37","69538726090"
"111110","호전실업","KOSPI","섬유·의류","7970","0","0.00","74726720000"
"008770","호텔신라","KOSPI","유통","52900","3200","6.44","2076225600900"
"008775","호텔신라우","KOSPI","유통","37150","900","2.48","27932304850"
"378850","화승알앤에이","KOSPI","운송장비·부품","3635","55","1.54","69041819605"
"241590","화승엔터프라이즈","KOSPI","섬유·의류","5620","230","4.27","340511731120"
"006060","화승인더","KOSPI","유통","3385","70","2.11","187258200000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","2550","5","0.20","127630692600"
"010690","화신","KOSPI","운송장비·부품","9220","190","2.10","321966180200"
"133820","화인베스틸","KOSPI","금속","1570","-20","-1.26","58269768140"
"010660","화천기계","KOSPI","기계·장비","5390","-90","-1.64","118580000000"
"000850","화천기공","KOSPI","기계·장비","41500","400","0.97","91300000000"
"016580","환인제약","KOSPI","제약","10550","170","1.64","196230738500"
"032560","황금에스티","KOSPI","금속","6100","60","0.99","103700000000"
"004800","효성","KOSPI","기타금융","150300","-1100","-0.73","2516083172100"
"094280","효성ITX","KOSPI","일반서비스","12790","90","0.71","147829378000"
"298040","효성중공업","KOSPI","전기·전자","2347000","-49000","-2.05","21884714156000"
"298020","효성티앤씨","KOSPI","화학","381000","-14500","-3.67","1648846842000"
"298000","효성화학","KOSPI","화학","38900","0","0.00","147501447900"
"093370","후성","KOSPI","화학","8170","-160","-1.92","876276046100"
"005870","휴니드","KOSPI","전기·전자","8450","-90","-1.05","119280326750"
"079980","휴비스","KOSPI","화학","2910","50","1.75","100395000000"
"005010","휴스틸","KOSPI","금속","4290","50","1.18","241046841750"
"000540","흥국화재","KOSPI","보험","4005","255","6.80","257291793225"
"000545","흥국화재우","KOSPI","보험","7200","30","0.42","5529600000"
"003280","흥아해운","KOSPI","운송·창고","1750","62","3.67","420743573250"
